year,league_id,division_id,rank,games_played,home_games,wins,losses,division_winner,wild_card_winner,league_winner,world_series_winner,runs_scored,at_bats,hits,doubles,triples,homeruns,walks,strikeouts_by_batters,stolen_bases,caught_stealing,batters_hit_by_pitch,sacrifice_flies,opponents_runs_scored,earned_runs_allowed,earned_run_average,complete_games,shutouts,saves,outs_pitches,hits_allowed,homeruns_allowed,walks_allowed,strikeouts_by_pitchers,errors,double_plays,fielding_percentage,home_attendance
1933.0,0,1,4.0,151.0,77.0,75.0,76.0,0,0,0,0,654.0,5240.0,1366.0,218.0,77.0,50.0,448.0,426.0,36.0,40.0,45.170547147846335,44.23338048090523,669.0,556.0,3.71,74.0,12.0,7.0,4050.0,1382.0,60.0,465.0,437.0,157.0,127.0,0.974,387936.0
1933.0,0,1,5.0,155.0,78.0,75.0,79.0,0,0,0,0,722.0,5502.0,1479.0,283.0,78.0,57.0,475.0,523.0,68.0,50.0,45.170547147846335,44.23338048090523,733.0,614.0,3.95,69.0,6.0,17.0,4194.0,1415.0,84.0,561.0,575.0,178.0,167.0,0.971,320972.0
1933.0,1,1,1.0,156.0,77.0,91.0,61.0,0,0,1,1,636.0,5461.0,1437.0,204.0,41.0,82.0,377.0,477.0,31.0,47.54624277456647,45.170547147846335,44.23338048090523,515.0,424.0,2.71,75.0,23.0,15.0,4224.0,1280.0,61.0,400.0,555.0,178.0,156.0,0.973,604471.0
1933.0,0,1,2.0,152.0,75.0,91.0,59.0,0,0,0,0,927.0,5274.0,1495.0,241.0,75.0,144.0,700.0,506.0,76.0,59.0,45.170547147846335,44.23338048090523,768.0,656.0,4.36,70.0,8.0,22.0,4062.0,1426.0,66.0,612.0,711.0,164.0,122.0,0.972,728014.0
1933.0,0,1,3.0,152.0,76.0,79.0,72.0,0,0,0,0,875.0,5330.0,1519.0,298.0,56.0,139.0,625.0,618.0,34.0,34.0,45.170547147846335,44.23338048090523,853.0,718.0,4.81,69.0,6.0,14.0,4029.0,1523.0,77.0,644.0,423.0,203.0,121.0,0.966,297138.0
1933.0,1,1,7.0,152.0,72.0,60.0,92.0,0,0,0,0,607.0,5261.0,1439.0,240.0,41.0,60.0,381.0,479.0,55.0,47.54624277456647,45.170547147846335,44.23338048090523,760.0,644.0,4.34,52.0,10.0,13.0,4008.0,1563.0,87.0,410.0,341.0,183.0,156.0,0.97,156421.0
1933.0,1,1,2.0,154.0,77.0,87.0,67.0,0,0,0,0,667.0,5429.0,1548.0,249.0,84.0,39.0,366.0,334.0,34.0,47.54624277456647,45.170547147846335,44.23338048090523,619.0,499.0,3.27,70.0,16.0,12.0,4119.0,1417.0,54.0,313.0,401.0,166.0,133.0,0.972,288747.0
1933.0,0,1,8.0,153.0,77.0,55.0,96.0,0,0,0,0,669.0,5285.0,1337.0,244.0,64.0,64.0,520.0,556.0,72.0,60.0,45.170547147846335,44.23338048090523,820.0,728.0,4.82,55.0,7.0,10.0,4080.0,1574.0,96.0,531.0,426.0,150.0,162.0,0.975,88113.0
1933.0,1,1,5.0,154.0,77.0,82.0,71.0,0,0,0,0,687.0,5387.0,1486.0,256.0,61.0,57.0,391.0,528.0,99.0,47.54624277456647,45.170547147846335,44.23338048090523,609.0,517.0,3.37,73.0,11.0,16.0,4146.0,1391.0,55.0,452.0,635.0,160.0,119.0,0.973,256171.0
1933.0,0,1,1.0,153.0,76.0,99.0,53.0,0,0,1,0,850.0,5524.0,1586.0,281.0,86.0,60.0,539.0,395.0,65.0,50.0,45.170547147846335,44.23338048090523,665.0,590.0,3.82,68.0,5.0,26.0,4167.0,1415.0,64.0,452.0,447.0,133.0,149.0,0.978,437533.0
1934.0,0,1,4.0,153.0,77.0,76.0,76.0,0,0,0,0,820.0,5339.0,1465.0,287.0,70.0,51.0,610.0,535.0,116.0,47.0,45.170547147846335,44.23338048090523,775.0,653.0,4.32,68.0,9.0,9.0,4083.0,1527.0,70.0,543.0,538.0,189.0,141.0,0.969,610640.0
1934.0,1,1,6.0,153.0,77.0,71.0,81.0,0,0,0,0,748.0,5427.0,1526.0,284.0,52.0,79.0,548.0,555.0,55.0,47.54624277456647,45.170547147846335,44.23338048090523,795.0,674.0,4.48,66.0,6.0,12.0,4062.0,1540.0,81.0,475.0,520.0,180.0,141.0,0.97,434188.0
1934.0,1,1,4.0,152.0,75.0,78.0,73.0,0,0,0,0,683.0,5370.0,1460.0,233.0,44.0,83.0,375.0,440.0,30.0,47.54624277456647,45.170547147846335,44.23338048090523,714.0,621.0,4.11,62.0,12.0,20.0,4077.0,1512.0,78.0,405.0,462.0,169.0,120.0,0.972,303205.0
1934.0,0,1,8.0,153.0,75.0,53.0,99.0,0,0,0,0,704.0,5301.0,1395.0,237.0,40.0,71.0,565.0,524.0,36.0,27.0,45.170547147846335,44.23338048090523,946.0,815.0,5.41,72.0,5.0,8.0,4065.0,1599.0,139.0,628.0,506.0,207.0,126.0,0.966,236559.0
1934.0,1,1,3.0,152.0,77.0,86.0,65.0,0,0,0,0,705.0,5347.0,1494.0,263.0,44.0,101.0,375.0,630.0,59.0,47.54624277456647,45.170547147846335,44.23338048090523,639.0,569.0,3.76,73.0,11.0,9.0,4083.0,1432.0,80.0,417.0,633.0,137.0,135.0,0.977,707525.0
1934.0,1,1,8.0,152.0,78.0,52.0,99.0,0,0,0,0,590.0,5361.0,1428.0,227.0,65.0,55.0,313.0,532.0,34.0,47.54624277456647,45.170547147846335,44.23338048090523,801.0,654.0,4.37,51.0,3.0,19.0,4041.0,1645.0,61.0,389.0,438.0,181.0,136.0,0.97,206773.0
1934.0,0,1,3.0,154.0,78.0,85.0,69.0,0,0,0,0,814.0,5396.0,1550.0,340.0,46.0,100.0,526.0,433.0,52.0,32.0,45.170547147846335,44.23338048090523,763.0,650.0,4.28,72.0,8.0,19.0,4101.0,1476.0,70.0,582.0,554.0,170.0,164.0,0.972,391338.0
1934.0,0,1,1.0,154.0,80.0,101.0,53.0,0,0,1,0,958.0,5475.0,1644.0,349.0,53.0,74.0,639.0,528.0,125.0,55.0,45.170547147846335,44.23338048090523,708.0,618.0,4.06,74.0,13.0,14.0,4110.0,1467.0,86.0,488.0,640.0,156.0,150.0,0.974,919161.0
1934.0,1,1,2.0,153.0,75.0,93.0,60.0,0,0,0,0,760.0,5396.0,1485.0,240.0,41.0,126.0,406.0,526.0,19.0,47.54624277456647,45.170547147846335,44.23338048090523,583.0,486.0,3.19,68.0,13.0,30.0,4110.0,1384.0,75.0,351.0,499.0,179.0,141.0,0.972,730851.0
1934.0,0,1,2.0,154.0,77.0,94.0,60.0,0,0,0,0,842.0,5368.0,1494.0,226.0,61.0,135.0,700.0,597.0,71.0,46.0,45.170547147846335,44.23338048090523,669.0,577.0,3.76,83.0,13.0,10.0,4146.0,1349.0,71.0,542.0,656.0,160.0,151.0,0.973,854682.0
1934.0,0,1,5.0,153.0,76.0,68.0,82.0,0,0,0,0,764.0,5317.0,1491.0,236.0,50.0,144.0,491.0,584.0,57.0,35.0,45.170547147846335,44.23338048090523,838.0,744.0,5.01,68.0,8.0,8.0,4011.0,1429.0,84.0,693.0,480.0,196.0,166.0,0.967,305847.0
1934.0,1,1,7.0,149.0,71.0,56.0,93.0,0,0,0,0,675.0,5218.0,1480.0,286.0,35.0,56.0,398.0,534.0,52.0,47.54624277456647,45.170547147846335,44.23338048090523,794.0,686.0,4.76,52.0,8.0,15.0,3891.0,1501.0,126.0,437.0,416.0,197.0,140.0,0.966,169885.0
1934.0,1,1,5.0,151.0,78.0,74.0,76.0,0,0,0,0,735.0,5361.0,1541.0,281.0,77.0,52.0,440.0,398.0,44.0,47.54624277456647,45.170547147846335,44.23338048090523,713.0,620.0,4.2,63.0,8.0,8.0,3987.0,1523.0,78.0,354.0,487.0,145.0,118.0,0.975,322622.0
1934.0,0,1,6.0,154.0,76.0,67.0,85.0,0,0,0,0,674.0,5288.0,1417.0,252.0,59.0,62.0,514.0,631.0,43.0,31.0,45.170547147846335,44.23338048090523,800.0,674.0,4.49,50.0,6.0,20.0,4050.0,1499.0,94.0,632.0,499.0,187.0,160.0,0.969,115305.0
1934.0,1,1,1.0,154.0,77.0,95.0,58.0,0,0,1,1,799.0,5502.0,1582.0,294.0,75.0,104.0,392.0,535.0,69.0,47.54624277456647,45.170547147846335,44.23338048090523,656.0,568.0,3.69,78.0,15.0,16.0,4158.0,1463.0,77.0,411.0,689.0,166.0,141.0,0.972,325056.0
1934.0,0,1,7.0,155.0,76.0,66.0,86.0,0,0,0,0,729.0,5448.0,1512.0,278.0,70.0,51.0,570.0,447.0,47.0,42.0,45.170547147846335,44.23338048090523,806.0,718.0,4.68,61.0,4.0,12.0,4143.0,1622.0,74.0,503.0,412.0,161.0,167.0,0.974,330074.0
1935.0,0,1,4.0,154.0,79.0,78.0,75.0,0,0,0,0,718.0,5288.0,1458.0,281.0,63.0,69.0,609.0,470.0,91.0,59.0,45.170547147846335,44.23338048090523,732.0,619.0,4.05,82.0,6.0,11.0,4128.0,1520.0,67.0,520.0,470.0,190.0,136.0,0.969,558568.0
1935.0,1,1,5.0,154.0,77.0,70.0,83.0,0,0,0,0,711.0,5410.0,1496.0,235.0,62.0,59.0,430.0,520.0,60.0,47.54624277456647,45.170547147846335,44.23338048090523,767.0,637.0,4.22,62.0,11.0,20.0,4074.0,1519.0,88.0,436.0,480.0,188.0,146.0,0.969,470517.0
1935.0,1,1,8.0,153.0,75.0,38.0,115.0,0,0,0,0,575.0,5309.0,1396.0,233.0,33.0,75.0,353.0,436.0,20.0,47.54624277456647,45.170547147846335,44.23338048090523,852.0,729.0,4.93,54.0,6.0,5.0,3990.0,1645.0,81.0,404.0,355.0,197.0,101.0,0.967,232754.0
1935.0,0,1,5.0,153.0,77.0,74.0,78.0,0,0,0,0,738.0,5314.0,1460.0,262.0,42.0,74.0,580.0,405.0,46.0,28.0,45.170547147846335,44.23338048090523,750.0,662.0,4.38,80.0,8.0,8.0,4080.0,1443.0,105.0,574.0,436.0,145.0,133.0,0.976,470281.0
1935.0,1,1,1.0,154.0,77.0,100.0,54.0,0,0,1,0,847.0,5486.0,1581.0,303.0,62.0,88.0,464.0,471.0,66.0,47.54624277456647,45.170547147846335,44.23338048090523,597.0,505.0,3.26,81.0,12.0,14.0,4182.0,1417.0,85.0,400.0,589.0,186.0,163.0,0.97,692604.0
1935.0,1,1,6.0,154.0,76.0,68.0,85.0,0,0,0,0,646.0,5296.0,1403.0,244.0,68.0,73.0,392.0,547.0,72.0,47.54624277456647,45.170547147846335,44.23338048090523,772.0,648.0,4.3,59.0,9.0,13.0,4068.0,1490.0,65.0,438.0,500.0,204.0,139.0,0.966,448247.0
1935.0,0,1,3.0,156.0,77.0,82.0,71.0,0,0,0,0,776.0,5534.0,1573.0,324.0,77.0,93.0,460.0,567.0,63.0,54.0,45.170547147846335,44.23338048090523,739.0,644.0,4.15,67.0,12.0,21.0,4188.0,1527.0,68.0,457.0,498.0,174.0,147.0,0.972,397615.0
1935.0,0,1,1.0,152.0,79.0,93.0,58.0,0,0,1,1,919.0,5423.0,1573.0,301.0,83.0,106.0,627.0,456.0,70.0,45.0,45.170547147846335,44.23338048090523,665.0,579.0,3.82,87.0,16.0,11.0,4092.0,1440.0,78.0,522.0,584.0,126.0,154.0,0.979,1034929.0
1935.0,1,1,3.0,156.0,79.0,91.0,62.0,0,0,0,0,770.0,5623.0,1608.0,248.0,56.0,123.0,392.0,479.0,32.0,47.54624277456647,45.170547147846335,44.23338048090523,675.0,589.0,3.78,76.0,10.0,11.0,4209.0,1433.0,106.0,411.0,524.0,174.0,129.0,0.972,748748.0
1935.0,0,1,2.0,149.0,74.0,89.0,60.0,0,0,0,0,818.0,5214.0,1462.0,255.0,70.0,104.0,604.0,469.0,68.0,46.0,45.170547147846335,44.23338048090523,632.0,532.0,3.6,76.0,12.0,13.0,3993.0,1276.0,91.0,516.0,594.0,151.0,114.0,0.973,657508.0
1935.0,0,1,8.0,149.0,72.0,58.0,91.0,0,0,0,0,710.0,5269.0,1470.0,243.0,44.0,112.0,475.0,602.0,43.0,35.0,45.170547147846335,44.23338048090523,869.0,754.0,5.12,58.0,7.0,10.0,3978.0,1486.0,73.0,704.0,469.0,189.0,150.0,0.968,233173.0
1935.0,1,1,7.0,156.0,79.0,64.0,89.0,0,0,0,0,685.0,5442.0,1466.0,249.0,32.0,92.0,392.0,661.0,52.0,47.54624277456647,45.170547147846335,44.23338048090523,871.0,727.0,4.76,53.0,8.0,15.0,4122.0,1652.0,106.0,505.0,475.0,228.0,145.0,0.963,205470.0
1935.0,1,1,4.0,153.0,77.0,86.0,67.0,0,0,0,0,743.0,5415.0,1543.0,255.0,90.0,66.0,457.0,437.0,30.0,47.54624277456647,45.170547147846335,44.23338048090523,647.0,519.0,3.42,76.0,15.0,11.0,4095.0,1428.0,63.0,312.0,549.0,190.0,94.0,0.968,352885.0
1935.0,0,1,7.0,155.0,76.0,65.0,87.0,0,0,0,0,718.0,5365.0,1446.0,291.0,51.0,73.0,593.0,561.0,45.0,25.0,45.170547147846335,44.23338048090523,930.0,807.0,5.26,42.0,4.0,15.0,4140.0,1667.0,92.0,641.0,435.0,186.0,138.0,0.97,80922.0
1935.0,1,1,2.0,154.0,77.0,96.0,58.0,0,0,0,0,829.0,5457.0,1548.0,286.0,59.0,86.0,404.0,521.0,71.0,47.54624277456647,45.170547147846335,44.23338048090523,625.0,541.0,3.52,73.0,10.0,18.0,4152.0,1445.0,68.0,377.0,602.0,163.0,133.0,0.972,506084.0
1935.0,0,1,6.0,154.0,77.0,67.0,86.0,0,0,0,0,823.0,5592.0,1591.0,255.0,95.0,32.0,596.0,406.0,54.0,37.0,45.170547147846335,44.23338048090523,903.0,804.0,5.25,67.0,5.0,12.0,4134.0,1672.0,89.0,613.0,456.0,171.0,186.0,0.972,255011.0
1936.0,0,1,6.0,155.0,77.0,74.0,80.0,0,0,0,0,775.0,5383.0,1485.0,288.0,62.0,86.0,584.0,465.0,55.0,44.0,45.170547147846335,44.23338048090523,764.0,669.0,4.39,78.0,11.0,9.0,4116.0,1501.0,78.0,552.0,584.0,162.0,139.0,0.973,626895.0
1936.0,1,1,7.0,156.0,79.0,67.0,87.0,0,0,0,0,662.0,5574.0,1518.0,263.0,43.0,33.0,390.0,458.0,55.0,47.54624277456647,45.170547147846335,44.23338048090523,752.0,620.0,3.98,59.0,7.0,18.0,4209.0,1466.0,84.0,528.0,651.0,202.0,107.0,0.967,489618.0
1936.0,1,1,6.0,157.0,79.0,71.0,83.0,0,0,0,0,631.0,5478.0,1450.0,207.0,45.0,67.0,433.0,582.0,23.0,47.54624277456647,45.170547147846335,44.23338048090523,715.0,619.0,3.94,61.0,7.0,13.0,4239.0,1566.0,69.0,451.0,421.0,189.0,175.0,0.971,340585.0
1936.0,0,1,4.0,153.0,75.0,81.0,70.0,0,0,0,0,920.0,5466.0,1597.0,282.0,56.0,60.0,684.0,417.0,66.0,29.0,45.170547147846335,44.23338048090523,873.0,767.0,5.06,80.0,5.0,8.0,4095.0,1603.0,104.0,578.0,414.0,168.0,174.0,0.973,440810.0
1936.0,1,1,2.0,154.0,77.0,87.0,67.0,0,0,0,0,755.0,5409.0,1545.0,275.0,36.0,76.0,491.0,462.0,68.0,47.54624277456647,45.170547147846335,44.23338048090523,603.0,544.0,3.54,77.0,18.0,10.0,4146.0,1413.0,77.0,434.0,597.0,146.0,156.0,0.976,699370.0
1936.0,1,1,5.0,154.0,76.0,74.0,80.0,0,0,0,0,722.0,5393.0,1476.0,224.0,73.0,82.0,410.0,584.0,68.0,47.54624277456647,45.170547147846335,44.23338048090523,760.0,641.0,4.22,50.0,6.0,23.0,4101.0,1576.0,51.0,418.0,459.0,191.0,150.0,0.969,466345.0
1936.0,0,1,5.0,157.0,81.0,80.0,74.0,0,0,0,0,921.0,5646.0,1715.0,357.0,82.0,123.0,514.0,470.0,66.0,53.0,45.170547147846335,44.23338048090523,862.0,745.0,4.83,74.0,6.0,12.0,4167.0,1604.0,73.0,607.0,619.0,182.0,154.0,0.97,500391.0
1936.0,0,1,2.0,154.0,77.0,83.0,71.0,0,0,0,0,921.0,5464.0,1638.0,326.0,55.0,94.0,640.0,462.0,73.0,49.0,45.170547147846335,44.23338048090523,871.0,756.0,5.0,76.0,13.0,13.0,4080.0,1568.0,100.0,562.0,526.0,154.0,159.0,0.974,875948.0
1936.0,1,1,1.0,154.0,78.0,92.0,62.0,0,0,1,0,742.0,5449.0,1529.0,237.0,48.0,97.0,431.0,452.0,31.0,47.54624277456647,45.170547147846335,44.23338048090523,621.0,532.0,3.46,60.0,12.0,22.0,4155.0,1458.0,75.0,401.0,500.0,168.0,164.0,0.974,837952.0
1936.0,0,1,1.0,155.0,77.0,102.0,51.0,0,0,1,1,1065.0,5591.0,1676.0,315.0,83.0,182.0,700.0,594.0,77.0,40.0,45.170547147846335,44.23338048090523,731.0,649.0,4.17,77.0,6.0,21.0,4200.0,1474.0,84.0,663.0,624.0,163.0,148.0,0.973,976913.0
1936.0,0,1,8.0,154.0,77.0,53.0,100.0,0,0,0,0,714.0,5373.0,1443.0,240.0,60.0,72.0,524.0,590.0,59.0,43.0,45.170547147846335,44.23338048090523,1045.0,913.0,6.08,68.0,3.0,12.0,4056.0,1645.0,131.0,696.0,405.0,208.0,152.0,0.966,285173.0
1936.0,1,1,8.0,154.0,78.0,54.0,100.0,0,0,0,0,726.0,5465.0,1538.0,250.0,46.0,103.0,451.0,586.0,50.0,47.54624277456647,45.170547147846335,44.23338048090523,874.0,704.0,4.64,51.0,7.0,14.0,4095.0,1630.0,87.0,515.0,454.0,237.0,144.0,0.959,249219.0
1936.0,1,1,4.0,156.0,76.0,84.0,70.0,0,0,0,0,804.0,5586.0,1596.0,283.0,80.0,60.0,517.0,502.0,37.0,47.54624277456647,45.170547147846335,44.23338048090523,718.0,603.0,3.89,67.0,5.0,12.0,4185.0,1475.0,74.0,379.0,559.0,199.0,113.0,0.967,372524.0
1936.0,0,1,7.0,155.0,77.0,57.0,95.0,0,0,0,0,804.0,5391.0,1502.0,299.0,66.0,79.0,625.0,627.0,62.0,20.0,45.170547147846335,44.23338048090523,1064.0,935.0,6.24,54.0,3.0,13.0,4044.0,1776.0,115.0,609.0,399.0,188.0,143.0,0.969,93267.0
1936.0,1,1,2.0,155.0,77.0,87.0,67.0,0,0,0,0,795.0,5537.0,1554.0,332.0,60.0,88.0,442.0,577.0,69.0,47.54624277456647,45.170547147846335,44.23338048090523,794.0,694.0,4.47,65.0,5.0,24.0,4194.0,1610.0,89.0,434.0,559.0,154.0,134.0,0.974,448078.0
1936.0,0,1,3.0,153.0,77.0,82.0,71.0,0,0,0,0,889.0,5433.0,1601.0,293.0,84.0,62.0,576.0,398.0,104.0,42.0,45.170547147846335,44.23338048090523,799.0,684.0,4.58,78.0,8.0,14.0,4035.0,1484.0,73.0,588.0,462.0,182.0,163.0,0.97,379525.0
1937.0,0,1,5.0,154.0,74.0,80.0,72.0,0,0,0,0,821.0,5354.0,1506.0,269.0,64.0,100.0,601.0,557.0,79.0,61.0,45.170547147846335,44.23338048090523,775.0,680.0,4.48,74.0,6.0,14.0,4098.0,1518.0,92.0,597.0,682.0,175.0,139.0,0.97,559659.0
1937.0,1,1,6.0,155.0,76.0,62.0,91.0,0,0,0,0,616.0,5295.0,1401.0,258.0,53.0,37.0,469.0,583.0,69.0,47.54624277456647,45.170547147846335,44.23338048090523,772.0,625.0,4.13,63.0,5.0,8.0,4086.0,1470.0,68.0,476.0,592.0,216.0,127.0,0.964,482481.0
1937.0,1,1,5.0,152.0,76.0,79.0,73.0,0,0,0,0,579.0,5124.0,1265.0,200.0,41.0,63.0,485.0,707.0,45.0,47.54624277456647,45.170547147846335,44.23338048090523,556.0,486.0,3.22,85.0,16.0,10.0,4077.0,1344.0,60.0,372.0,387.0,157.0,128.0,0.975,385339.0
1937.0,0,1,3.0,154.0,77.0,86.0,68.0,0,0,0,0,780.0,5277.0,1478.0,280.0,76.0,67.0,549.0,447.0,70.0,34.0,45.170547147846335,44.23338048090523,730.0,626.0,4.17,70.0,15.0,21.0,4053.0,1435.0,115.0,532.0,533.0,174.0,173.0,0.971,589245.0
1937.0,1,1,2.0,154.0,78.0,93.0,61.0,0,0,0,0,811.0,5349.0,1537.0,253.0,74.0,96.0,538.0,496.0,71.0,47.54624277456647,45.170547147846335,44.23338048090523,682.0,609.0,3.97,73.0,11.0,13.0,4143.0,1434.0,91.0,502.0,596.0,151.0,141.0,0.975,895020.0
1937.0,1,1,8.0,155.0,80.0,56.0,98.0,0,0,0,0,612.0,5230.0,1329.0,215.0,59.0,73.0,437.0,586.0,53.0,47.54624277456647,45.170547147846335,44.23338048090523,707.0,595.0,3.94,64.0,10.0,18.0,4074.0,1428.0,38.0,533.0,581.0,208.0,139.0,0.966,411221.0
1937.0,0,1,4.0,156.0,78.0,83.0,71.0,0,0,0,0,817.0,5353.0,1499.0,304.0,76.0,103.0,570.0,551.0,78.0,51.0,45.170547147846335,44.23338048090523,768.0,665.0,4.39,64.0,4.0,15.0,4092.0,1529.0,61.0,566.0,630.0,157.0,153.0,0.974,564849.0
1937.0,0,1,2.0,155.0,77.0,89.0,65.0,0,0,0,0,935.0,5516.0,1611.0,309.0,62.0,150.0,656.0,711.0,89.0,45.0,45.170547147846335,44.23338048090523,841.0,746.0,4.87,70.0,6.0,11.0,4134.0,1521.0,102.0,635.0,485.0,147.0,149.0,0.976,1072276.0
1937.0,1,1,1.0,152.0,75.0,95.0,57.0,0,0,1,0,732.0,5329.0,1484.0,251.0,41.0,111.0,412.0,492.0,45.0,47.54624277456647,45.170547147846335,44.23338048090523,602.0,519.0,3.43,67.0,11.0,17.0,4083.0,1341.0,85.0,404.0,653.0,159.0,143.0,0.974,926887.0
1937.0,0,1,1.0,157.0,79.0,102.0,52.0,0,0,1,1,979.0,5487.0,1554.0,282.0,73.0,174.0,709.0,607.0,60.0,36.0,45.170547147846335,44.23338048090523,671.0,566.0,3.65,82.0,15.0,21.0,4188.0,1417.0,92.0,506.0,652.0,169.0,134.0,0.972,998148.0
1937.0,0,1,7.0,154.0,79.0,54.0,97.0,0,0,0,0,699.0,5228.0,1398.0,278.0,60.0,94.0,583.0,557.0,95.0,48.0,45.170547147846335,44.23338048090523,854.0,719.0,4.85,65.0,6.0,9.0,4005.0,1490.0,105.0,613.0,469.0,198.0,150.0,0.967,430738.0
1937.0,1,1,7.0,155.0,74.0,61.0,92.0,0,0,0,0,724.0,5424.0,1482.0,258.0,37.0,103.0,478.0,640.0,66.0,47.54624277456647,45.170547147846335,44.23338048090523,869.0,770.0,5.05,59.0,6.0,15.0,4119.0,1629.0,116.0,501.0,529.0,184.0,157.0,0.97,212790.0
1937.0,1,1,3.0,154.0,78.0,86.0,68.0,0,0,0,0,704.0,5433.0,1550.0,223.0,86.0,47.0,463.0,480.0,32.0,47.54624277456647,45.170547147846335,44.23338048090523,646.0,540.0,3.56,67.0,12.0,17.0,4098.0,1398.0,71.0,428.0,643.0,181.0,135.0,0.97,459679.0
1937.0,0,1,8.0,156.0,78.0,46.0,108.0,0,0,0,0,715.0,5510.0,1573.0,327.0,44.0,71.0,514.0,510.0,30.0,27.0,45.170547147846335,44.23338048090523,1023.0,909.0,6.0,55.0,2.0,8.0,4089.0,1768.0,143.0,653.0,468.0,174.0,166.0,0.972,123121.0
1937.0,1,1,4.0,157.0,80.0,81.0,73.0,0,0,0,0,789.0,5476.0,1543.0,264.0,67.0,94.0,385.0,569.0,78.0,47.54624277456647,45.170547147846335,44.23338048090523,733.0,616.0,3.98,81.0,10.0,4.0,4176.0,1546.0,95.0,448.0,571.0,164.0,127.0,0.973,430811.0
1937.0,0,1,6.0,158.0,80.0,73.0,80.0,0,0,0,0,757.0,5578.0,1559.0,245.0,84.0,47.0,591.0,503.0,61.0,35.0,45.170547147846335,44.23338048090523,841.0,711.0,4.58,75.0,5.0,14.0,4194.0,1498.0,96.0,671.0,524.0,170.0,181.0,0.972,397799.0
1938.0,0,1,2.0,150.0,75.0,88.0,61.0,0,0,0,0,902.0,5229.0,1566.0,298.0,56.0,98.0,650.0,463.0,55.0,51.0,45.170547147846335,44.23338048090523,751.0,652.0,4.46,67.0,10.0,15.0,3948.0,1472.0,102.0,528.0,484.0,187.0,172.0,0.968,646459.0
1938.0,1,1,7.0,151.0,74.0,69.0,80.0,0,0,0,0,704.0,5142.0,1322.0,225.0,79.0,61.0,611.0,615.0,66.0,47.54624277456647,45.170547147846335,44.23338048090523,710.0,602.0,4.07,56.0,12.0,14.0,3996.0,1464.0,88.0,446.0,469.0,157.0,148.0,0.973,663087.0
1938.0,1,1,5.0,153.0,75.0,77.0,75.0,0,0,0,0,561.0,5250.0,1311.0,199.0,39.0,54.0,424.0,548.0,49.0,47.54624277456647,45.170547147846335,44.23338048090523,618.0,521.0,3.4,83.0,15.0,12.0,4140.0,1375.0,66.0,465.0,413.0,173.0,136.0,0.972,341149.0
1938.0,0,1,6.0,149.0,73.0,65.0,83.0,0,0,0,0,709.0,5199.0,1439.0,239.0,55.0,67.0,514.0,489.0,56.0,39.0,45.170547147846335,44.23338048090523,752.0,638.0,4.36,83.0,5.0,9.0,3948.0,1449.0,101.0,550.0,432.0,195.0,155.0,0.967,338278.0
1938.0,1,1,1.0,154.0,77.0,89.0,63.0,0,0,1,0,713.0,5333.0,1435.0,242.0,70.0,65.0,522.0,476.0,49.0,47.54624277456647,45.170547147846335,44.23338048090523,598.0,523.0,3.37,67.0,16.0,18.0,4188.0,1414.0,71.0,454.0,583.0,135.0,151.0,0.978,951640.0
1938.0,1,1,4.0,151.0,77.0,82.0,68.0,0,0,0,0,723.0,5391.0,1495.0,251.0,57.0,110.0,366.0,518.0,19.0,47.54624277456647,45.170547147846335,44.23338048090523,634.0,548.0,3.62,72.0,11.0,16.0,4086.0,1329.0,75.0,463.0,542.0,169.0,133.0,0.972,706756.0
1938.0,0,1,3.0,153.0,76.0,86.0,66.0,0,0,0,0,847.0,5356.0,1506.0,300.0,89.0,113.0,550.0,605.0,83.0,36.0,45.170547147846335,44.23338048090523,782.0,692.0,4.6,68.0,5.0,17.0,4059.0,1416.0,100.0,681.0,717.0,152.0,145.0,0.974,652006.0
1938.0,0,1,4.0,155.0,79.0,84.0,70.0,0,0,0,0,862.0,5270.0,1434.0,219.0,52.0,137.0,693.0,581.0,76.0,41.0,45.170547147846335,44.23338048090523,795.0,717.0,4.79,75.0,3.0,11.0,4044.0,1532.0,110.0,608.0,435.0,147.0,172.0,0.976,799557.0
1938.0,1,1,3.0,152.0,73.0,83.0,67.0,0,0,0,0,705.0,5255.0,1424.0,210.0,36.0,125.0,465.0,528.0,31.0,47.54624277456647,45.170547147846335,44.23338048090523,637.0,543.0,3.62,59.0,8.0,18.0,4047.0,1370.0,87.0,389.0,497.0,168.0,147.0,0.973,799633.0
1938.0,0,1,1.0,157.0,79.0,99.0,53.0,0,0,1,1,966.0,5410.0,1480.0,283.0,63.0,174.0,749.0,616.0,91.0,28.0,45.170547147846335,44.23338048090523,710.0,600.0,3.91,91.0,11.0,13.0,4146.0,1436.0,85.0,566.0,567.0,169.0,169.0,0.973,970916.0
1938.0,0,1,8.0,154.0,76.0,53.0,99.0,0,0,0,0,726.0,5229.0,1410.0,243.0,62.0,98.0,605.0,590.0,65.0,53.0,45.170547147846335,44.23338048090523,956.0,806.0,5.48,56.0,4.0,12.0,3972.0,1573.0,142.0,599.0,473.0,204.0,119.0,0.965,385357.0
1938.0,1,1,8.0,151.0,75.0,45.0,105.0,0,0,0,0,550.0,5192.0,1318.0,233.0,29.0,40.0,423.0,507.0,38.0,47.54624277456647,45.170547147846335,44.23338048090523,840.0,728.0,4.93,68.0,3.0,6.0,3987.0,1516.0,76.0,582.0,492.0,201.0,135.0,0.966,166111.0
